id,sentiment_negative,sentiment_neutral,sentiment_positive,topic_id,topic_probability,predicted_behavior,source,score,engagement,keyword_count
305,0.09230472147464752,0.7776939272880554,0.13000133633613586,-1,0.0,passive_browsing,youtube,5,0,1
316,0.024210888892412186,0.8992853164672852,0.07650382071733475,13,0.07255125947333209,passive_browsing,youtube,0,0,1
356,0.0031879101879894733,0.03486507013440132,0.9619470238685608,-1,0.0,purchase_intent,youtube,121,0,2
357,0.006398455239832401,0.07326273620128632,0.9203387498855591,-1,0.0,purchase_intent,youtube,71,0,2
360,0.003337960224598646,0.05206530913710594,0.9445967078208923,1,0.6232776018146818,purchase_intent,youtube,43,0,5
361,0.0027613076381385326,0.024181032553315163,0.9730576276779175,-1,0.0,purchase_intent,youtube,18,0,2
362,0.06660216301679611,0.17434610426425934,0.7590517401695251,13,0.45224325780428026,purchase_intent,youtube,1,0,1
365,0.004306959453970194,0.05986064299941063,0.9358323812484741,13,0.8085089091024587,purchase_intent,youtube,0,0,1
369,0.050794363021850586,0.2160426825284958,0.7331629395484924,13,0.5160034754013165,purchase_intent,youtube,0,0,1
371,0.15701770782470703,0.5048123002052307,0.3381699323654175,13,0.6130055620065504,passive_browsing,youtube,0,0,1
374,0.26985836029052734,0.61835116147995,0.1117904782295227,13,0.04569733595646209,passive_browsing,youtube,31,1,1
380,0.003923867829144001,0.020739145576953888,0.9753369688987732,-1,0.0,purchase_intent,youtube,0,0,3
385,0.06412962079048157,0.8036422729492188,0.13222812116146088,0,0.720795476999628,passive_browsing,youtube,6,1,1
387,0.0038621947169303894,0.02568105421960354,0.9704567790031433,42,0.9905942427321888,purchase_intent,youtube,1,0,1
389,0.005073041655123234,0.02482791244983673,0.9700989723205566,-1,0.0,purchase_intent,youtube,0,0,3
397,0.005696414969861507,0.05083959549665451,0.9434639811515808,13,0.072820200085051,purchase_intent,youtube,0,0,1
402,0.008635551668703556,0.16005867719650269,0.831305742263794,13,0.4502989834514232,purchase_intent,youtube,0,0,1
406,0.15157806873321533,0.7123948931694031,0.1360270380973816,0,1.0,passive_browsing,youtube,0,0,1
409,0.002720482414588332,0.03293737396597862,0.9643421769142151,0,0.9534664878500775,purchase_intent,youtube,0,0,1
410,0.004755768459290266,0.032706499099731445,0.9625377655029297,13,1.0,purchase_intent,youtube,0,0,1
417,0.007626820355653763,0.03153093531727791,0.9608421921730042,13,0.06726833437169953,purchase_intent,youtube,0,0,1
426,0.003971689846366644,0.04651134833693504,0.9495169520378113,41,1.0,purchase_intent,youtube,1,0,4
